countryName,pollutant,reportingYear,emissions
Switzerland,Copper and compounds (as Cu),2010,115
Switzerland,Sulphur oxides (SOX),2010,2097985.6
Switzerland,Benzene,2015,28030
Switzerland,Nitrogen oxides (NOX),2015,4397070
Switzerland,Trichloroethylene (TRI),2015,14800
Switzerland,Zinc and compounds (as Zn),2015,7467.3
Switzerland,Methane (CH4),2016,123865
Switzerland,Particulate matter (PM10),2016,5343
Switzerland,Benzene,2018,19540
Switzerland,Methane (CH4),2019,186039
Switzerland,Particulate matter (PM10),2019,34045.23
Switzerland,Ammonia (NH3),2020,383968.63
Switzerland,Chromium and compounds (as Cr),2020,4.78
Switzerland,Benzene,2021,21310
United Kingdom,Chromium and compounds (as Cr),2007,8582
United Kingdom,Benzene,2008,1373360
United Kingdom,Ammonia (NH3),2009,13348400
United Kingdom,Trichlorobenzenes (TCB),2009,239.79999999999998
United Kingdom,Chromium and compounds (as Cr),2010,4624
United Kingdom,Benzene,2011,886920
United Kingdom,Chlordecone,2011,4.23
United Kingdom,Ammonia (NH3),2012,12182400
United Kingdom,Trichlorobenzenes (TCB),2012,143.2
United Kingdom,Chromium and compounds (as Cr),2013,4847
United Kingdom,Tetrachloroethylene,2014,4440
United Kingdom,Ammonia (NH3),2015,10396100
United Kingdom,Trichlorobenzenes (TCB),2015,22.299999999999997
Slovakia,Non-methane volatile organic compounds (NMVOC),2016,4532000
Slovakia,Hydrogen cyanide (HCN),2017,15200
Slovenia,Copper and compounds (as Cu),2007,133
Slovenia,Lead and compounds (as Pb),2007,1121
Slovenia,Chlorine and inorganic compounds (as HCl),2008,110700
Slovenia,Carbon dioxide (CO2),2009,2414000000
Slovenia,Naphthalene,2009,2600
Slovenia,Nitrogen oxides (NOX),2009,13808000
Slovenia,Copper and compounds (as Cu),2010,133
Slovenia,Hexachlorobenzene (HCB),2010,20.5
Slovenia,Carbon dioxide (CO2),2012,6773000000
Slovenia,Nitrogen oxides (NOX),2012,10691000
Slovenia,Non-methane volatile organic compounds (NMVOC),2012,1278000
Slovenia,Naphthalene,2015,911
Slovenia,Nitrogen oxides (NOX),2015,4929000
Slovenia,Non-methane volatile organic compounds (NMVOC),2015,1021000
Slovenia,Copper and compounds (as Cu),2016,328
Slovenia,Chromium and compounds (as Cr),2017,607
Slovenia,Naphthalene,2018,292
Slovenia,Nitrogen oxides (NOX),2018,5787398
Slovenia,Non-methane volatile organic compounds (NMVOC),2018,1010382
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.000175
Slovenia,Chromium and compounds (as Cr),2020,376.45
Slovenia,Mercury and compounds (as Hg),2020,53.3
Slovenia,Methane (CH4),2020,15410580
Slovenia,Non-methane volatile organic compounds (NMVOC),2021,381169
Spain,Chlorofluorocarbons (CFCs),2007,217
Spain,Naphthalene,2008,4012
Spain,Vinyl chloride,2008,46410
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.088759
Spain,Methane (CH4),2014,179028000
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.030923
Spain,Anthracene,2017,137
Spain,Methane (CH4),2017,166105000
Spain,Nickel and compounds (as Ni),2017,42697.6
Spain,Tetrachloromethane (TCM),2017,177
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.52926
Spain,Methane (CH4),2020,163837000
Spain,Nickel and compounds (as Ni),2020,30996.499999999996
Sweden,Anthracene,2007,2990
Sweden,Arsenic and compounds (as As),2007,770.5
Sweden,Nickel and compounds (as Ni),2007,2827.8
Sweden,Lead and compounds (as Pb),2008,2916
Sweden,"1,2-dichloroethane (DCE-1,2)",2009,20100
Sweden,Carbon dioxide (CO2),2009,47622000000
Sweden,Chlorine and inorganic compounds (as HCl),2009,475700
Sweden,Nitrous oxide (N2O),2009,2055200
Sweden,Vinyl chloride,2009,28800
Sweden,Arsenic and compounds (as As),2010,352.4
Sweden,Benzene,2010,99700
Sweden,Copper and compounds (as Cu),2011,1477
Sweden,Lead and compounds (as Pb),2011,2305
Sweden,Sulphur oxides (SOX),2011,13256000
Sweden,"1,2-dichloroethane (DCE-1,2)",2012,30400
Sweden,Carbon dioxide (CO2),2012,50705000000
Sweden,Chlorine and inorganic compounds (as HCl),2012,694000
Sweden,Non-methane volatile organic compounds (NMVOC),2012,24258000
Sweden,Vinyl chloride,2012,40800
Sweden,Benzene,2013,135700
Sweden,Nitrogen oxides (NOX),2013,27229000
Sweden,Copper and compounds (as Cu),2014,1574
Spain,Chlorofluorocarbons (CFCs),2021,10.94
Spain,Hydrochlorofluorocarbons (HCFCs),2021,123.60000000000001
Spain,Nitrous oxide (N2O),2021,1578900
Sweden,Carbon dioxide (CO2),2007,47211000000
Sweden,Chromium and compounds (as Cr),2007,11196
Sweden,Perfluorocarbons (PFCs),2007,37100
Sweden,Sulphur hexafluoride (SF6),2007,3480
Sweden,Vinyl chloride,2008,50300
Sweden,Carbon dioxide (CO2),2010,55116000000
Sweden,Chromium and compounds (as Cr),2010,3169
Sweden,Perfluorocarbons (PFCs),2010,17000
Sweden,Sulphur hexafluoride (SF6),2010,800
Sweden,Vinyl chloride,2011,44800
Sweden,Carbon dioxide (CO2),2013,50086000000
Sweden,Perfluorocarbons (PFCs),2013,6310
Sweden,Vinyl chloride,2014,31800
Sweden,Carbon dioxide (CO2),2016,49541000000
Sweden,Non-methane volatile organic compounds (NMVOC),2016,23771000
Sweden,Perfluorocarbons (PFCs),2016,3850
Sweden,Naphthalene,2018,1070
Sweden,Non-methane volatile organic compounds (NMVOC),2019,23028000
Sweden,Carbon dioxide (CO2) excluding biomass,2020,14067150000
Sweden,Chlorine and inorganic compounds (as HCl),2020,89100
Sweden,Chlorofluorocarbons (CFCs),2020,1100
Sweden,Fluorine and inorganic compounds (as HF),2020,74800
Sweden,Nitrous oxide (N2O),2020,981100
Sweden,Arsenic and compounds (as As),2021,182
Sweden,Carbon monoxide (CO),2021,44348000
Sweden,Naphthalene,2021,474
Sweden,Zinc and compounds (as Zn),2021,11465
Switzerland,Ethylene oxide,2007,2.5
Switzerland,Carbon dioxide (CO2),2008,8316130000
Switzerland,Halons,2008,7
Switzerland,Particulate matter (PM10),2009,59656
Switzerland,Carbon dioxide (CO2),2011,8332280000
Switzerland,Halons,2011,11.4
Switzerland,Cadmium and compounds (as Cd),2014,3.67
Switzerland,Carbon dioxide (CO2),2014,8172520000
Switzerland,Halons,2014,9
Switzerland,Non-methane volatile organic compounds (NMVOC),2014,1752290
Switzerland,Polychlorinated biphenyls (PCBs),2014,3.7
Switzerland,Cadmium and compounds (as Cd),2017,4.04
Switzerland,Carbon dioxide (CO2),2017,7916860000
Switzerland,Halons,2017,7
Switzerland,Non-methane volatile organic compounds (NMVOC),2017,844950
Switzerland,Polychlorinated biphenyls (PCBs),2017,2.6500000000000004
Switzerland,"1,2-dichloroethane (DCE-1,2)",2018,459
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2018,106
Switzerland,Arsenic and compounds (as As),2019,22.458
Switzerland,Nitrogen oxides (NOX),2019,3766280
Switzerland,Cadmium and compounds (as Cd),2020,0.572
Switzerland,Non-methane volatile organic compounds (NMVOC),2020,910246
Switzerland,Polychlorinated biphenyls (PCBs),2020,1.5
Switzerland,"1,2-dichloroethane (DCE-1,2)",2021,1710
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2021,2e-6
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2021,15
United Kingdom,Cadmium and compounds (as Cd),2007,538.5
United Kingdom,Halons,2007,625
United Kingdom,Non-methane volatile organic compounds (NMVOC),2007,171414000
Spain,Ammonia (NH3),2009,44101500
Spain,Ethylene oxide,2009,18100
Spain,Fluorine and inorganic compounds (as HF),2009,1616590
Spain,Nickel and compounds (as Ni),2009,51603.2
Spain,Particulate matter (PM10),2009,8964600
Spain,Pentachlorophenol (PCP),2009,47.7
Spain,Cadmium and compounds (as Cd),2010,1522.4999999999998
Spain,"1,2-dichloroethane (DCE-1,2)",2011,10200
Spain,Hydro-fluorocarbons (HFCS),2011,52793
Spain,Ammonia (NH3),2012,40181600
Spain,Fluorine and inorganic compounds (as HF),2012,1075680
Spain,Particulate matter (PM10),2012,9314900
Spain,Pentachlorophenol (PCP),2012,28.6
Spain,Cadmium and compounds (as Cd),2013,1486
Spain,"1,2-dichloroethane (DCE-1,2)",2014,16910
Spain,Hydro-fluorocarbons (HFCS),2014,19285
Spain,Polycyclic aromatic hydrocarbons (PAHs),2014,6294.9
Spain,Ammonia (NH3),2015,52325300
Spain,Fluorine and inorganic compounds (as HF),2015,739220
Spain,Nitrogen oxides (NOX),2015,277955000
Spain,Particulate matter (PM10),2015,7466500
Spain,Trichloroethylene (TRI),2015,5570
Spain,Cadmium and compounds (as Cd),2016,906.7
Spain,Hydro-fluorocarbons (HFCS),2017,4899
Spain,Polycyclic aromatic hydrocarbons (PAHs),2017,4813.799999999999
Spain,Ammonia (NH3),2018,62177100
Spain,Hydrogen cyanide (HCN),2018,2609
Spain,Nitrogen oxides (NOX),2018,189285000
Spain,Particulate matter (PM10),2018,7010900
Spain,Trichloroethylene (TRI),2018,4220
Spain,Polycyclic aromatic hydrocarbons (PAHs),2020,828.6999999999999
Spain,Hydrogen cyanide (HCN),2021,721
Spain,Nitrogen oxides (NOX),2021,129044866
Sweden,Halons,2009,10
Sweden,Mercury and compounds (as Hg),2009,186.20000000000002
Sweden,Particulate matter (PM10),2011,5494000
Sweden,Cadmium and compounds (as Cd),2012,73.8
Sweden,Hydro-fluorocarbons (HFCS),2013,5203
Sweden,Trichloromethane,2013,8000
Sweden,Particulate matter (PM10),2014,3178600
Sweden,Cadmium and compounds (as Cd),2015,51.6
Sweden,Nickel and compounds (as Ni),2015,1331.3
Sweden,Hydro-fluorocarbons (HFCS),2016,3073
Sweden,Polycyclic aromatic hydrocarbons (PAHs),2016,742
Sweden,Trichloromethane,2016,11000
Sweden,Particulate matter (PM10),2017,4133000
Sweden,Cadmium and compounds (as Cd),2018,60.6
Sweden,Nickel and compounds (as Ni),2018,1463.1999999999998
Sweden,Hydro-fluorocarbons (HFCS),2019,8357
Sweden,Trichloromethane,2019,18000
Sweden,Particulate matter (PM10),2020,3418500
Sweden,Nickel and compounds (as Ni),2021,1185.1000000000001
Switzerland,Mercury and compounds (as Hg),2007,415.9
Switzerland,Zinc and compounds (as Zn),2007,17438
Switzerland,Chlorine and inorganic compounds (as HCl),2009,13009
Switzerland,Fluorine and inorganic compounds (as HF),2009,101
Switzerland,Nickel and compounds (as Ni),2009,587
Switzerland,Nitrous oxide (N2O),2009,266401
Switzerland,Tetrachloroethylene,2009,10600
Switzerland,Mercury and compounds (as Hg),2010,387.74000000000007
Switzerland,Hydro-fluorocarbons (HFCS),2011,478
Spain,Perfluorocarbons (PFCs),2013,8540
Spain,Carbon monoxide (CO),2014,225658000
Spain,Copper and compounds (as Cu),2014,8727
Spain,Trichloromethane,2014,17750
Spain,Zinc and compounds (as Zn),2014,104422
Spain,Methane (CH4),2015,169952000
Spain,Hydrochlorofluorocarbons (HCFCs),2016,34
Spain,Perfluorocarbons (PFCs),2016,8010
Spain,Carbon monoxide (CO),2017,241770000
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.123339
Spain,Trichloromethane,2017,10961
Spain,Zinc and compounds (as Zn),2017,84983
Spain,Methane (CH4),2018,318877000
Spain,Perfluorocarbons (PFCs),2019,1332
Spain,Carbon monoxide (CO),2020,145586000
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2020,2.00676
Spain,Zinc and compounds (as Zn),2020,38318
Spain,"1,2-dichloroethane (DCE-1,2)",2021,16000
Spain,Methane (CH4),2021,145718000
Sweden,Lead and compounds (as Pb),2007,4323
Sweden,Sulphur oxides (SOX),2007,16328000
Sweden,Non-methane volatile organic compounds (NMVOC),2008,23774000
Sweden,Perfluorocarbons (PFCs),2008,39500
Sweden,"1,2-dichloroethane (DCE-1,2)",2010,35500
Sweden,Lead and compounds (as Pb),2010,2450
Sweden,Sulphur oxides (SOX),2010,14937000
Sweden,Ammonia (NH3),2011,3353600
Sweden,Non-methane volatile organic compounds (NMVOC),2011,24873000
Sweden,"1,2-dichloroethane (DCE-1,2)",2013,17300
Sweden,Sulphur oxides (SOX),2013,12614000
Sweden,Ammonia (NH3),2014,3566700
Sweden,Non-methane volatile organic compounds (NMVOC),2014,23718000
Sweden,"1,2-dichloroethane (DCE-1,2)",2016,4740
Sweden,Mercury and compounds (as Hg),2016,159.3
Sweden,Sulphur oxides (SOX),2016,8911000
Sweden,Ammonia (NH3),2017,3854900
Sweden,Nitrogen oxides (NOX),2017,27767000
Sweden,"1,2-dichloroethane (DCE-1,2)",2019,4610
Sweden,Mercury and compounds (as Hg),2019,91.69999999999999
Sweden,Ammonia (NH3),2020,3182900
Sweden,Nitrogen oxides (NOX),2020,24347000
Switzerland,Arsenic and compounds (as As),2007,67
Switzerland,Lead and compounds (as Pb),2008,3637.4
Switzerland,Sulphur oxides (SOX),2008,5011778.8
Switzerland,Halons,2009,7
Switzerland,Hydrochlorofluorocarbons (HCFCs),2009,2184.8
Switzerland,Non-methane volatile organic compounds (NMVOC),2009,2866900
Switzerland,Sulphur hexafluoride (SF6),2009,1221
Switzerland,Carbon monoxide (CO),2010,7775971
Switzerland,Sulphur oxides (SOX),2011,2083617.6
Switzerland,Hydrochlorofluorocarbons (HCFCs),2012,344.5
Switzerland,Non-methane volatile organic compounds (NMVOC),2012,2142150
Switzerland,Sulphur hexafluoride (SF6),2012,1510
Switzerland,Carbon monoxide (CO),2013,9896741
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2013,6.720000000000001e-5
Switzerland,Sulphur oxides (SOX),2014,2490757
Switzerland,Dichloromethane (DCM),2015,49690
Switzerland,Non-methane volatile organic compounds (NMVOC),2015,1544120
Switzerland,Sulphur hexafluoride (SF6),2015,1510
Switzerland,Carbon monoxide (CO),2016,6554478
Sweden,Benzene,2007,101400
Sweden,Copper and compounds (as Cu),2008,1300
Sweden,Hydro-fluorocarbons (HFCS),2008,7963
Sweden,Sulphur oxides (SOX),2008,14875000
Sweden,Ammonia (NH3),2009,2551900
Sweden,Di-(2-ethyl hexyl) phthalate (DEHP),2009,39
Sweden,Particulate matter (PM10),2009,4732400
Sweden,Nickel and compounds (as Ni),2010,2445.6000000000004
Sweden,Hydro-fluorocarbons (HFCS),2011,11798
Sweden,Ammonia (NH3),2012,3524500
Sweden,Particulate matter (PM10),2012,5591100
Sweden,Nickel and compounds (as Ni),2013,2697.7
Sweden,Hydro-fluorocarbons (HFCS),2014,5241
Sweden,Nickel and compounds (as Ni),2016,1424.5
Sweden,Cadmium and compounds (as Cd),2017,74.9
Sweden,"1,2-dichloroethane (DCE-1,2)",2018,11810
Sweden,Trichloromethane,2018,5000
Sweden,Cadmium and compounds (as Cd),2020,92.9
Sweden,"1,2-dichloroethane (DCE-1,2)",2021,2580
Sweden,Polycyclic aromatic hydrocarbons (PAHs),2021,83.3
Sweden,Trichloromethane,2021,2110
Switzerland,Ammonia (NH3),2007,313670
Switzerland,Chromium and compounds (as Cr),2007,366
Switzerland,Sulphur hexafluoride (SF6),2007,1440
Switzerland,Trichlorobenzenes (TCB),2007,122
Switzerland,Nickel and compounds (as Ni),2008,447
Switzerland,Hydro-fluorocarbons (HFCS),2009,1071
Switzerland,Sulphur oxides (SOX),2009,2409165.1
Switzerland,Ammonia (NH3),2010,308572.1
Switzerland,Trichlorobenzenes (TCB),2010,18
Switzerland,Nickel and compounds (as Ni),2011,232.83999999999997
Switzerland,Hydro-fluorocarbons (HFCS),2012,583
Switzerland,Ammonia (NH3),2013,264914.6
Switzerland,Hydrochlorofluorocarbons (HCFCs),2014,831
Switzerland,Nickel and compounds (as Ni),2014,442
Switzerland,Nitrous oxide (N2O),2014,73481
Switzerland,Tetrachloroethylene,2014,2200
Switzerland,Chlorine and inorganic compounds (as HCl),2017,21070.5
Switzerland,Fluorine and inorganic compounds (as HF),2017,76.7
Switzerland,Hydrochlorofluorocarbons (HCFCs),2017,14.8
Switzerland,Nickel and compounds (as Ni),2017,235
Switzerland,Nitrous oxide (N2O),2017,108074.1
Switzerland,Carbon monoxide (CO),2018,5669553
Switzerland,Hydrogen cyanide (HCN),2019,14202.8
Switzerland,Chlorine and inorganic compounds (as HCl),2020,9437
Switzerland,Fluorine and inorganic compounds (as HF),2020,11.3
Switzerland,Nitrous oxide (N2O),2020,1971766.1
Switzerland,Carbon monoxide (CO),2021,13859707.6
United Kingdom,Carbon dioxide (CO2) excluding biomass,2007,12236900000
United Kingdom,Chlorine and inorganic compounds (as HCl),2007,9719400
United Kingdom,Chlorofluorocarbons (CFCs),2007,56670.83000000001
United Kingdom,Fluorine and inorganic compounds (as HF),2007,3499050
United Kingdom,Hydrochlorofluorocarbons (HCFCs),2007,283773.68
United Kingdom,Nickel and compounds (as Ni),2007,23409.699999999997
United Kingdom,Nitrous oxide (N2O),2007,14018900
United Kingdom,Tetrachloroethylene,2007,171380
United Kingdom,Tetrachloromethane (TCM),2007,17076
United Kingdom,Trichloromethane,2007,54954
United Kingdom,Cadmium and compounds (as Cd),2008,462.90000000000003
United Kingdom,Nitrous oxide (N2O),2008,13996300
United Kingdom,Tetrachloroethylene,2008,168360
United Kingdom,Ethylene oxide,2009,4660
United Kingdom,Hydro-fluorocarbons (HFCS),2009,41095
United Kingdom,Perfluorocarbons (PFCs),2009,15024
United Kingdom,Sulphur hexafluoride (SF6),2009,2387
United Kingdom,Anthracene,2010,274.8
United Kingdom,Nickel and compounds (as Ni),2010,12297.5
United Kingdom,Particulate matter (PM10),2010,14171800
United Kingdom,Trichloromethane,2010,19210
United Kingdom,Cadmium and compounds (as Cd),2011,975.8000000000001
United Kingdom,Chlorine and inorganic compounds (as HCl),2011,6382700
United Kingdom,Nitrous oxide (N2O),2011,4520800
United Kingdom,Tetrachloroethylene,2011,12420
United Kingdom,Ethylene oxide,2012,3090
United Kingdom,Hydro-fluorocarbons (HFCS),2012,81187
United Kingdom,Perfluorocarbons (PFCs),2012,29739
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2012,894
United Kingdom,Anthracene,2013,1369.2
United Kingdom,Nickel and compounds (as Ni),2013,14271.300000000001
United Kingdom,Particulate matter (PM10),2013,16386100
United Kingdom,Xylenes,2013,123040
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2014,304020
United Kingdom,Cadmium and compounds (as Cd),2014,690.9000000000001
United Kingdom,Carbon dioxide (CO2),2014,206762000000
United Kingdom,Chlorine and inorganic compounds (as HCl),2014,5747900
United Kingdom,Nitrous oxide (N2O),2014,4118300
United Kingdom,Hydro-fluorocarbons (HFCS),2015,75676
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2015,1729
United Kingdom,Anthracene,2016,243.70000000000002
United Kingdom,Nickel and compounds (as Ni),2016,7807.6
United Kingdom,Particulate matter (PM10),2016,9941000
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2017,383200
United Kingdom,Cadmium and compounds (as Cd),2017,339.09999999999997
United Kingdom,Carbon dioxide (CO2),2017,146492000000
United Kingdom,Chlorine and inorganic compounds (as HCl),2017,1942200
United Kingdom,Nitrous oxide (N2O),2017,3481400
United Kingdom,Polychlorinated biphenyls (PCBs),2017,1.4160000000000001
United Kingdom,Ammonia (NH3),2018,11147900
United Kingdom,Hydro-fluorocarbons (HFCS),2018,69937
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2018,537.1
United Kingdom,Anthracene,2019,136.7
United Kingdom,Copper and compounds (as Cu),2019,4473
United Kingdom,Nickel and compounds (as Ni),2019,7729.5
Sweden,Nitrogen oxides (NOX),2007,28622000
Sweden,Trichloroethylene (TRI),2007,9730
Sweden,Chromium and compounds (as Cr),2009,1646
Sweden,PCDD + PCDF (dioxins + furans) (as Teq),2009,0.013869999999999999
Sweden,Methane (CH4),2010,21163000
Sweden,Nitrogen oxides (NOX),2010,29984000
Sweden,Chromium and compounds (as Cr),2012,1598
Sweden,Nitrous oxide (N2O),2012,1248600
Sweden,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.0033799999999999998
Sweden,Sulphur hexafluoride (SF6),2012,686
Sweden,Arsenic and compounds (as As),2013,370.9
Sweden,Methane (CH4),2013,18224000
Sweden,Lead and compounds (as Pb),2014,3320
Sweden,Carbon dioxide (CO2),2015,48577000000
Sweden,Chlorine and inorganic compounds (as HCl),2015,449700
Sweden,Chromium and compounds (as Cr),2015,974
Sweden,Nitrous oxide (N2O),2015,902500
Sweden,Perfluorocarbons (PFCs),2015,4350
Sweden,Sulphur hexafluoride (SF6),2015,72
Sweden,Arsenic and compounds (as As),2016,211
Sweden,Lead and compounds (as Pb),2017,3500
Sweden,Carbon dioxide (CO2),2018,50316000000
Sweden,Chlorine and inorganic compounds (as HCl),2018,120800
Sweden,Chromium and compounds (as Cr),2018,745
Sweden,Nitrous oxide (N2O),2018,910800
Sweden,Perfluorocarbons (PFCs),2018,7790
Sweden,Arsenic and compounds (as As),2019,227
Sweden,Benzene,2019,85190
Sweden,Lead and compounds (as Pb),2020,2011
Sweden,Carbon dioxide (CO2),2021,48620000000
Sweden,Chlorine and inorganic compounds (as HCl),2021,132500
Sweden,Nitrous oxide (N2O),2021,685600
Sweden,Non-methane volatile organic compounds (NMVOC),2021,22456000
Sweden,Perfluorocarbons (PFCs),2021,6290
Switzerland,"1,2-dichloroethane (DCE-1,2)",2007,18
Switzerland,Dichloromethane (DCM),2008,35380
Switzerland,Methane (CH4),2008,340560
Switzerland,Particulate matter (PM10),2008,15717
Switzerland,Cadmium and compounds (as Cd),2009,21.759999999999998
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2010,251
Switzerland,Arsenic and compounds (as As),2011,5.08
Switzerland,Methane (CH4),2011,790030
Switzerland,Naphthalene,2011,220
Switzerland,Particulate matter (PM10),2011,23514
Switzerland,Cadmium and compounds (as Cd),2012,10.471
Switzerland,Chlorofluorocarbons (CFCs),2013,5
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2013,239
Switzerland,Nitrogen oxides (NOX),2014,5467910
Switzerland,Particulate matter (PM10),2014,6095
Switzerland,Trichloroethylene (TRI),2014,9940
Switzerland,Cadmium and compounds (as Cd),2015,0.36
Switzerland,Lead and compounds (as Pb),2015,1521.43
Switzerland,Carbon dioxide (CO2),2016,7852550000
Switzerland,Chlorofluorocarbons (CFCs),2016,5
Switzerland,Halons,2016,17
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2016,91
Switzerland,Nitrogen oxides (NOX),2017,4347547
Switzerland,Particulate matter (PM10),2017,22724
Switzerland,Trichloroethylene (TRI),2017,10300
Switzerland,Lead and compounds (as Pb),2018,1917.4099999999999
United Kingdom,Methane (CH4),2009,469577000
United Kingdom,Tetrachloromethane (TCM),2009,7653
United Kingdom,"1,1,1-trichloroethane (TCE-1,1,1)",2010,5245
United Kingdom,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2010,158.4
United Kingdom,Dichloromethane (DCM),2011,291600
United Kingdom,Trichlorobenzenes (TCB),2011,132.10000000000002
United Kingdom,Arsenic and compounds (as As),2012,1844.2999999999997
United Kingdom,Tetrachloromethane (TCM),2012,8264
United Kingdom,"1,1,1-trichloroethane (TCE-1,1,1)",2013,4652
United Kingdom,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2013,130
United Kingdom,Ethyl benzene,2013,885
United Kingdom,Lead and compounds (as Pb),2013,35915
United Kingdom,Dichloromethane (DCM),2014,250250
United Kingdom,Arsenic and compounds (as As),2015,1053.1
United Kingdom,"1,1,1-trichloroethane (TCE-1,1,1)",2016,2012
United Kingdom,Chlorofluorocarbons (CFCs),2016,34314.21
United Kingdom,Lead and compounds (as Pb),2016,30742
United Kingdom,Vinyl chloride,2017,27650
United Kingdom,Arsenic and compounds (as As),2018,386.4
United Kingdom,Carbon dioxide (CO2) excluding biomass,2019,19973000000
United Kingdom,Chlorofluorocarbons (CFCs),2019,34757.09
United Kingdom,Fluorine and inorganic compounds (as HF),2019,291980
United Kingdom,Lead and compounds (as Pb),2019,25721
Spain,Naphthalene,2010,1596
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.056676000000000004
Spain,Polycyclic aromatic hydrocarbons (PAHs),2011,11885.3
Spain,Chlorofluorocarbons (CFCs),2012,4.94
Spain,Methane (CH4),2012,174915000
Spain,Tetrachloromethane (TCM),2012,137
Spain,Naphthalene,2013,2936
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.08939799999999999
Spain,Chlorofluorocarbons (CFCs),2015,3.06
Spain,Tetrachloromethane (TCM),2015,1664
Spain,Carbon dioxide (CO2),2017,121949000000
Spain,Carbon dioxide (CO2),2020,78010000000
Spain,Ammonia (NH3),2021,44087800
Sweden,"1,2-dichloroethane (DCE-1,2)",2007,41180
Sweden,Non-methane volatile organic compounds (NMVOC),2007,25479000
Sweden,Dichloromethane (DCM),2008,1100
Sweden,Hydrochlorofluorocarbons (HCFCs),2008,610
Sweden,Nitrogen oxides (NOX),2008,28779000
Sweden,Nitrous oxide (N2O),2008,1966700
Sweden,Trichloroethylene (TRI),2008,13500
Sweden,Arsenic and compounds (as As),2009,321.4
Sweden,Carbon monoxide (CO),2009,31611000
Sweden,Zinc and compounds (as Zn),2009,16762
Sweden,Non-methane volatile organic compounds (NMVOC),2010,25083000
Sweden,Chlorine and inorganic compounds (as HCl),2011,703800
Sweden,Hydrochlorofluorocarbons (HCFCs),2011,520
Sweden,Nitrogen oxides (NOX),2011,28055000
Sweden,Nitrous oxide (N2O),2011,1156100
Sweden,Arsenic and compounds (as As),2012,457.8
Sweden,Carbon monoxide (CO),2012,46750000
Sweden,Mercury and compounds (as Hg),2012,143
Sweden,Zinc and compounds (as Zn),2012,23405
Sweden,Chromium and compounds (as Cr),2013,1948
Sweden,Lead and compounds (as Pb),2013,2475
Sweden,Non-methane volatile organic compounds (NMVOC),2013,24747000
Sweden,Chlorine and inorganic compounds (as HCl),2014,492200
Sweden,Hydrochlorofluorocarbons (HCFCs),2014,2415
Sweden,Nitrogen oxides (NOX),2014,26800000
Sweden,Nitrous oxide (N2O),2014,1140700
Sweden,Arsenic and compounds (as As),2015,228
Sweden,Benzene,2015,151300
Sweden,Carbon monoxide (CO),2015,44553000
Sweden,Mercury and compounds (as Hg),2015,75.2
Sweden,Zinc and compounds (as Zn),2015,25365
Sweden,Chromium and compounds (as Cr),2016,821
Sweden,Lead and compounds (as Pb),2016,3430
Sweden,Sulphur hexafluoride (SF6),2016,255
Sweden,Chlorine and inorganic compounds (as HCl),2017,161000
Sweden,Nitrous oxide (N2O),2017,1017300
Sweden,Vinyl chloride,2017,18200
Sweden,Arsenic and compounds (as As),2018,220
Sweden,Benzene,2018,89050
Sweden,Carbon monoxide (CO),2018,50685000
Sweden,Mercury and compounds (as Hg),2018,94.3
Sweden,Zinc and compounds (as Zn),2018,17533
Sweden,Chromium and compounds (as Cr),2019,455
Sweden,Copper and compounds (as Cu),2019,1610
Sweden,Lead and compounds (as Pb),2019,2651
Sweden,Perfluorocarbons (PFCs),2019,6230
Sweden,Sulphur oxides (SOX),2019,8641000
Sweden,Vinyl chloride,2020,16100
Sweden,Benzene,2021,73060
Switzerland,Nitrous oxide (N2O),2010,272601
Switzerland,Non-methane volatile organic compounds (NMVOC),2010,2288520
Switzerland,Sulphur hexafluoride (SF6),2011,1140
Switzerland,Nickel and compounds (as Ni),2012,631.63
Switzerland,Cadmium and compounds (as Cd),2013,6.56
Switzerland,Chlorine and inorganic compounds (as HCl),2013,20190
Switzerland,Hydrochlorofluorocarbons (HCFCs),2013,650.7
Switzerland,Nitrous oxide (N2O),2013,136761
